Sub_ID,experimenter,Age,condition,book_type,glorp_type,glorp_adj,glorp,peebo_type,peebo_adj,peebo,tibu_type,tibu_adj,tibu,zib_type,zib_adj,zib,Size_correct,Feature_correct,total correct,agegroup,posttest,broken,whole,shortest,longest,clean,dirty,tallest,shortest,wet,dry,biggest,smallest,smoothest,pointiest
052313_04,ACH,4.25,2-BB,pairs,Feature,broken,1,Size,short,1,Feature,wet,0,Size,tall,0,1,1,2,0,71,,,,,,,,,,,,,,
052313_06,ACH,4.35,1-AA,pairs,Size,small,0,Feature,pointy,1,Feature,wet,1,Size,tall,0,1,1,2,0,100,,,,,,,,,,,,,,
052413_01,ACH,4.82,1-AB,pairs,Size,small,0,Feature,pointy,1,Feature,wet,1,Size,tall,0,0,2,2,1,100,,,,,,,,,,,,,,
052413_02,ACH,4.4,1-BB,pairs,Feature,broken,1,Size,short,0,Size,long,0,Feature,dirty,0,0,1,1,0,100,,,,,,,,,,,,,,
052413_03,ACH,4.26,1-BB,pairs,Feature,broken,1,Size,short,1,Size,long,1,Feature,dirty,1,2,2,4,0,100,,,,,,,,,,,,,,
052413_04,ACH,4.26,1-BA,pairs,Feature,broken,1,Size,short,0,Size,long,1,Feature,dirty,1,1,2,3,0,100,,,,,,,,,,,,,,
052413_05,ACH,4.66,2-BA,pairs,Size,small,1,Size,short,1,Feature,wet,1,Feature,dirty,1,2,2,4,1,100,,,,,,,,,,,,,,
052813_01,ACH,4.47,1-BA,pairs,Feature,broken,0,Size,short,1,Size,long,0,Feature,dirty,1,1,1,2,0,100,,,,,,,,,,,,,,
071513_01,JQ,4.04,2-AA,pairs,Size,small,1,Feature,pointy,0,Size,long,0,Feature,dirty,1,1,1,2,0,100,,,,,,,,,,,,,,
071513_02,JQ,4.48,2-AB,pairs,Size,small,0,Feature,pointy,0,Size,long,0,Feature,dirty,1,0,1,1,0,100,,,,,,,,,,,,,,
071513_03,JQ,4.59,2-AB,pairs,Size,small,0,Feature,pointy,1,Size,long,1,Feature,dirty,1,1,2,3,1,100,,,,,,,,,,,,,,
110413_01,ACH,4.21,1-AB,pairs,Size,small,1,Feature,pointy,1,Feature,wet,1,Size,tall,0,1,2,3,0,,,,,,,,,,,,,,,
111513_01,ACH,4.39,2-BA,pairs,Feature,broken,1,Size,short,1,Feature,wet,1,Size,tall,1,2,2,4,0,100,,,,,,,,,,,,,,
111513_02,ACH,4.35,2-BA,pairs,Feature,broken,0,Size,short,1,Feature,wet,1,Size,tall,0,1,1,2,0,100,,,,,,,,,,,,,,
111813_01,ACH,4.31,1-AA,pairs,Size,small,0,Feature,pointy,1,Feature,wet,0,Size,tall,0,0,1,1,0,100,,,,,,,,,,,,,,
111813_02,ACH,4.29,1-AB,pairs,Size,small,0,Feature,pointy,0,Feature,wet,0,Size,tall,0,0,0,0,0,100,,,,,,,,,,,,,,
112113_03,LHH,4.58,1-BA,pairs,Feature,broken,1,Size,short,1,Size,long,1,Feature,dirty,1,2,2,4,1,100,,,,,,,,,,,,,,
010914_02,LHH,4.13,1-AA,pairs,Size,small,0,Feature,pointy,1,Feature,wet,1,Size,tall,0,1,1,2,0,100,,,,,,,,,,,,,,
011414_03,LHH,4.61,2-AA,pairs,Size,small,0,Feature,pointy,1,Size,long,1,Feature,dirty,1,1,2,3,1,100,,,,,,,,,,,,,,
011414_04,LHH,4.1,2-AA,pairs,Size,small,1,Feature,pointy,1,Size,long,1,Feature,dirty,1,2,2,4,0,100,,,,,,,,,,,,,,
011414_05,LHH,4.17,1-AB,pairs,Size,small,1,Feature,pointy,0,Feature,wet,1,Size,tall,0,1,1,2,0,100,,,,,,,,,,,,,,
012714_02,LHH,4.42,2-AB,pairs,Size,small,1,Feature,pointy,1,Size,long,0,Feature,dirty,1,1,1,2,0,100,,,,,,,,,,,,,,
013114-02,LHH,4.65,2-BB,pairs,Feature,broken,1,Size,short,0,Feature,wet,1,Size,tall,1,1,2,3,1,100,,,,,,,,,,,,,,
020414_01,LHH,4.88,2-BA,pairs,Feature,broken,1,Size,short,1,Feature,wet,1,Size,tall,1,2,2,4,1,100,,,,,,,,,,,,,,
020414_01,LHH,4.83,2-BB,pairs,Feature,broken,1,Size,short,0,Feature,wet,1,Size,tall,0,0,2,2,1,100,,,,,,,,,,,,,,
021314_03,LHH,4.41,1-BA,pairs,Feature,broken,1,Size,short,1,Size,long,0,Feature,dirty,1,1,2,3,0,100,,,,,,,,,,,,,,
031114_01,LHH,4.69,1-AA,pairs,Size,small,0,Feature,pointy,1,Feature,wet,1,Size,tall,0,1,1,2,1,100,,,,,,,,,,,,,,
031114_02,LHH,4.53,1-AA,pairs,Size,small,1,Feature,pointy,1,Feature,wet,1,Size,tall,1,2,2,4,1,100,,,,,,,,,,,,,,
031314_02,LHH,4.53,1-BB,pairs,Feature,broken,1,Size,short,0,Size,long,1,Feature,dirty,1,1,2,3,1,100,,,,,,,,,,,,,,
040814_01,LHH,4.85,1-BB,pairs,Feature,broken,1,Size,short,1,Size,long,1,Feature,dirty,1,2,2,4,1,100,,,,,,,,,,,,,,
041514_01,LHH,4.63,1-AA,pairs,Size,small,0,Feature,pointy,1,Feature,wet,0,Size,tall,0,0,1,1,1,100,Child hesitated on one of the posttest questions but got it eventually,,,,,,,,,,,,,
051614_01,LHH,4.89,2-AB,pairs,Size,small,1,Feature,pointy,1,Size,long,0,Feature,dirty,1,1,2,3,1,100,,,,,,,,,,,,,,
051614_04,LHH,4.68,2-BA,pairs,Feature,broken,1,Size,short,1,Feature,wet,1,Size,tall,0,1,2,3,1,100,,,,,,,,,,,,,,
053013_01,ACH,4,2-AA,scramble,Size,small,1,Feature,pointy,1,Size,long,1,Feature,dirty,1,2,2,4,0,100,,,,,,,,,,,,,,
053013_02,ACH,4.66,2-AA,scramble,Size,small,1,Feature,pointy,1,Size,long,1,Feature,dirty,1,2,2,4,1,100,,,,,,,,,,,,,,
053013_03,ACH,4.7,2-AB,scramble,Size,small,0,Feature,pointy,1,Size,long,0,Feature,dirty,1,0,2,2,1,100,,,,,,,,,,,,,,
053113_01,ACH,4,2-BB,scramble,Feature,broken,1,Size,short,0,Feature,wet,1,Size,tall,0,0,2,2,0,100,,,,,,,,,,,,,,
060613_01,ACH,4.87,2-BA,scramble,Feature,broken,1,Size,short,1,Feature,wet,1,Size,tall,1,2,2,4,1,100,,,,,,,,,,,,,,
060613_02,ACH,4.62,2-BA,scramble,Feature,broken,1,Size,short,0,Feature,wet,0,Size,tall,0,0,1,1,1,100,,,,,,,,,,,,,,
060613_03,ACH,4.18,1-AA,scramble,Size,small,1,Feature,pointy,1,Feature,wet,1,Size,tall,0,1,2,3,0,100,,,,,,,,,,,,,,
060613_04,ACH,4.45,1-AB,scramble,Size,small,1,Feature,pointy,1,Feature,wet,0,Size,tall,0,1,1,2,0,100,,,,,,,,,,,,,,
060713_01,ACH,4.85,1-BA,scramble,Feature,broken,1,Size,short,0,Size,long,1,Feature,dirty,1,1,2,3,1,100,,,,,,,,,,,,,,
060713_02,ACH,4.8,1-AA,scramble,Size,small,0,Feature,pointy,1,Feature,wet,1,Size,tall,0,0,2,2,1,100,,,,,,,,,,,,,,
060713_03,ACH,4.31,1-AB,scramble,Size,small,1,Feature,pointy,0,Feature,wet,1,Size,tall,1,2,1,3,0,100,,,,,,,,,,,,,,
060713_04,ACH,4.75,2-AA,scramble,Size,small,0,Feature,pointy,0,Size,long,0,Feature,dirty,1,0,1,1,1,100,,,,,,,,,,,,,,
060713_05,ACH,4.57,2-AB,scramble,Size,small,0,Feature,pointy,0,Size,long,1,Feature,dirty,1,1,1,2,1,100,,,,,,,,,,,,,,
060713_06,ACH,4.39,2-AB,scramble,Size,small,0,Feature,pointy,0,Size,long,0,Feature,dirty,1,0,1,1,0,100,,,,,,,,,,,,,,
070913_01,JQ,4.97,1-BB,scramble,Feature,broken,1,Size,short,0,Size,long,0,Feature,dirty,1,0,2,2,1,100,,,,,,,,,,,,,,
070913_02,JQ,4.28,1-BB,scramble,Feature,broken,1,Size,short,0,Size,long,1,Feature,dirty,1,1,2,3,0,100,,,,,,,,,,,,,,
070913_03,JQ,4.96,1-BA,scramble,Feature,broken,1,Size,short,1,Size,long,0,Feature,dirty,1,1,2,3,1,100,,,,,,,,,,,,,,
070913_04,JQ,4.79,1-AA,scramble,Size,small,0,Feature,pointy,1,Feature,wet,1,Size,tall,0,0,2,2,1,100,,,,,,,,,,,,,,
071013_01,JQ,4.77,2-BB,scramble,Feature,broken,1,Size,short,1,Feature,wet,1,Size,tall,0,1,2,3,1,100,,,,,,,,,,,,,,
071013_02,JQ,4.2,2-BB,scramble,Feature,broken,1,Size,short,0,Feature,wet,1,Size,tall,0,0,2,2,0,100,,,,,,,,,,,,,,
071013_03,JQ,4.97,2-BB,scramble,Feature,broken,1,Size,short,0,Feature,wet,1,Size,tall,1,1,2,3,1,100,,,,,,,,,,,,,,
071013_04,JQ,4.1,2-BB,scramble,Feature,broken,1,Size,short,0,Feature,wet,1,Size,tall,1,1,2,3,0,100,,,,,,,,,,,,,,
071013_05,JQ,4.62,2-BA,scramble,Feature,boken,1,Size,short,1,Feature,wet,1,Size,tall,0,1,2,3,1,100,,,,,,,,,,,,,,
071113_01,JQ,4.93,2-AA,scramble,Size,small,1,Feature,pointy,0,Size,long,1,Feature,dirty,1,2,1,3,1,100,,,,,,,,,,,,,,
071113_02,JQ,4.35,2-AA,scramble,Size,small,1,Feature,pointy,1,Size,long,1,Feature,dirty,1,2,2,4,0,100,,,,,,,,,,,,,,
071213_01,JQ,4.38,1-BA,scramble,Feature,broken,1,Size,short,1,Size,long,1,Feature,dirty,1,2,2,4,0,100,,,,,,,,,,,,,,
071213_02,JQ,4.38,1-BA,scramble,Feature,broken,1,Size,short,1,Size,long,1,Feature,dirty,1,2,2,4,0,100,,,,,,,,,,,,,,
071213_03,JQ,4.2,1-BA,scramble,Feature,broken,1,Size,short,1,Size,long,1,Feature,dirty,1,2,2,4,0,100,,,,,,,,,,,,,,
110413_02,ACH,4.18,1-AA,scramble,Size,small,0,Feature,pointy,0,Feature,wet,1,Size,tall,0,0,1,1,0,,,,,,,,,,,,,,,
110413_03,ACH,4.28,2-BA,scramble,Feature,broken,1,Size,short,1,Feature,wet,1,Size,tall,1,2,2,4,0,,,,,,,,,,,,,,,
110613_01,ACH,4.19,2-BA,scramble,Feature,broken,1,Size,short,1,Feature,wet,0,Size,tall,0,1,1,2,0,,,,,,,,,,,,,,,
110613_02,ACH,4.13,2-BA,scramble,Feature,broken,0,Size,short,0,Feature,wet,1,Size,tall,1,1,1,2,0,,,,,,,,,,,,,,,
110613_03,ACH,4.41,2-AB,scramble,Size,small,1,Feature,pointy,1,Size,long,0,Feature,dirty,1,1,2,3,0,,,,,,,,,,,,,,,
110613_04,ACH,4.26,2-AB,scramble,Size,small,0,Feature,pointy,0,Size,long,1,Feature,dirty,1,1,1,2,0,,,,,,,,,,,,,,,
110813_01,ACH,4.38,1-BB,scramble,Feature,broken,1,Size,short,0,Size,long,1,Feature,dirty,1,1,2,3,0,,,,,,,,,,,,,,,
110813_02,ACH,4.62,1-BB,scramble,Feature,broken,1,Size,short,1,Size,long,1,Feature,dirty,1,2,2,4,1,,,,,,,,,,,,,,,
110813_03,ACH,4.17,1-BB,scramble,Feature,broken,1,Size,short,1,Size,long,0,Feature,dirty,1,1,2,3,0,,,,,,,,,,,,,,,
010914_03,LHH,4.26,1-AA,scramble,Size,small,1,Feature,pointy,1,Feature,wet,1,Size,tall,0,1,2,3,0,100,,,,,,,,,,,,,,
021314_01,LHH,4.87,1-AB,scramble,Size,small,0,Feature,pointy,1,Feature,wet,1,Size,tall,0,0,2,2,1,100,,,,,,,,,,,,,,
021314_02,LHH,4.21,1-AB,scramble,Size,small,0,Feature,pointy,0,Feature,wet,0,Size,tall,1,1,0,1,0,100,,,,,,,,,,,,,,
021814_01,LHH,4.74,1-BA,scramble,Feature,broken,1,Size,short,1,Size,long,1,Feature,dirty,1,2,2,4,1,100,,,,,,,,,,,,,,
021814_02,LHH,4.73,1-AB,scramble,Size,small,1,Feature,pointy,1,Feature,wet,1,Size,tall,0,1,2,3,1,100,,,,,,,,,,,,,,
021814_03,LHH,4.67,1-AB,scramble,Size,small,0,Feature,pointy,0,Feature,wet,1,Size,tall,1,1,1,2,1,100,,,,,,,,,,,,,,
022014_01,LHH,4.03,2-AA,scramble,Size,small,1,Feature,pointy,0,Size,long,0,Feature,dirty,0,1,0,1,0,100,,,,,,,,,,,,,,
040814_02,LHH,4.6,1-BB,scramble,Feature,broken,1,Size,short,1,Size,long,0,Feature,dirty,1,1,2,3,1,100,,,,,,,,,,,,,,
040814_03,LHH,4.66,1-AA,scramble,Size,small,0,Feature,pointy,1,Feature,wet,0,Size,tall,0,0,1,1,1,100,,,,,,,,,,,,,,
051614_02,LHH,4.97,2-AB,scramble,Size,small,0,Feature,pointy,1,Size,long,1,Feature,dirty,1,1,2,3,1,100,,,,,,,,,,,,,,
051614_03,LHH,4.65,2-BB,scramble,Feature,broken,1,Size,short,1,Feature,wet,1,Size,tall,1,2,2,4,1,100,,,,,,,,,,,,,,
